pt0_x,pt0_y,pt0_z,pt1_x,pt1_y,pt1_z,pt2_x,pt2_y,pt2_z,pt3_x,pt3_y,pt3_z,pt4_x,pt4_y,pt4_z,pt5_x,pt5_y,pt5_z,pt6_x,pt6_y,pt6_z,pt7_x,pt7_y,pt7_z,pt8_x,pt8_y,pt8_z,pt9_x,pt9_y,pt9_z,pt10_x,pt10_y,pt10_z,pt11_x,pt11_y,pt11_z,pt12_x,pt12_y,pt12_z,pt13_x,pt13_y,pt13_z,pt14_x,pt14_y,pt14_z,pt15_x,pt15_y,pt15_z,pt16_x,pt16_y,pt16_z,pt17_x,pt17_y,pt17_z,pt18_x,pt18_y,pt18_z,pt19_x,pt19_y,pt19_z,pt20_x,pt20_y,pt20_z,label
0.9498879313468933,0.8888097405433655,-3.973361515363649e-07,0.911487340927124,0.7971905469894409,0.005491858348250389,0.7907202839851379,0.734839916229248,-0.023415885865688324,0.6467705965042114,0.7292234897613525,-0.057378873229026794,0.5418661832809448,0.7592447996139526,-0.09365265816450119,0.748373806476593,0.6635468602180481,-0.05606576055288315,0.5159206390380859,0.6914554238319397,-0.09273862838745117,0.5287214517593384,0.7309591770172119,-0.10628581047058105,0.5867887139320374,0.7365134954452515,-0.11534680426120758,0.7423329949378967,0.7055988311767578,-0.08519139885902405,0.49613481760025024,0.7468335628509521,-0.10849858820438385,0.5381903052330017,0.7768887281417847,-0.10765112191438675,0.5991424322128296,0.7759649157524109,-0.11371500045061111,0.7309986352920532,0.7643052339553833,-0.11153799295425415,0.49641743302345276,0.7964800596237183,-0.13422250747680664,0.5402622222900391,0.8205841183662415,-0.1227962076663971,0.6020714044570923,0.8191182613372803,-0.11965365707874298,0.7158617973327637,0.8319180607795715,-0.1364852488040924,0.5318990349769592,0.8436778783798218,-0.15851153433322906,0.562483549118042,0.8566277027130127,-0.14700601994991302,0.6174114942550659,0.8580453395843506,-0.1364947110414505,!
0.9475958943367004,0.8760846853256226,-4.858387683270848e-07,0.9161766171455383,0.7757688164710999,0.015473678708076477,0.8137708306312561,0.7058704495429993,0.00027729434077627957,0.6978964805603027,0.6818763017654419,-0.020066842436790466,0.6025050282478333,0.7040573358535767,-0.04541880637407303,0.7433160543441772,0.6577574610710144,-0.04752905294299126,0.527824878692627,0.6810608506202698,-0.0732511579990387,0.5149266719818115,0.7149999737739563,-0.07633008807897568,0.5492171049118042,0.7268850207328796,-0.07733048498630524,0.7419564127922058,0.6995911002159119,-0.07627879828214645,0.5000431537628174,0.733833372592926,-0.09373946487903595,0.5071526765823364,0.7641661167144775,-0.08688361942768097,0.5460109114646912,0.7750073671340942,-0.08652815222740173,0.7380316853523254,0.7573755383491516,-0.10072833299636841,0.5074774026870728,0.7903441190719604,-0.12029167264699936,0.5139271020889282,0.8139317035675049,-0.10385210067033768,0.5513794422149658,0.8222089409828186,-0.09508457779884338,0.7327468991279602,0.8251588940620422,-0.12260732799768448,0.5566537976264954,0.8374924659729004,-0.14516152441501617,0.5566078424453735,0.8461428880691528,-0.13313283026218414,0.5843245983123779,0.8495887517929077,-0.12066033482551575,!
0.8197258710861206,0.9337097406387329,-1.261528154827829e-06,0.7759203910827637,0.83746337890625,-0.029911240562796593,0.7083646059036255,0.7514136433601379,-0.06778299063444138,0.6200764179229736,0.710081934928894,-0.10804136842489243,0.5528165698051453,0.6984410881996155,-0.15427058935165405,0.7794684171676636,0.6543487906455994,-0.10664406418800354,0.6675624847412109,0.5604069232940674,-0.1761963665485382,0.6150283217430115,0.5022690892219543,-0.22168731689453125,0.5697607398033142,0.45054036378860474,-0.2555973529815674,0.8225287199020386,0.7022544145584106,-0.1343039721250534,0.5234307050704956,0.695013701915741,-0.2129031866788864,0.4342549443244934,0.734114944934845,-0.22374603152275085,0.40789327025413513,0.7608358860015869,-0.22182384133338928,0.8225197196006775,0.7800642251968384,-0.16246142983436584,0.5200706720352173,0.8088381886482239,-0.21813681721687317,0.5309120416641235,0.8378170728683472,-0.18809400498867035,0.5923509001731873,0.8428120613098145,-0.1626325100660324,0.8002794981002808,0.8582735657691956,-0.1957434117794037,0.5719699859619141,0.8771501779556274,-0.24031499028205872,0.5834437608718872,0.8922593593597412,-0.21334269642829895,0.6504372358322144,0.8901458978652954,-0.18326358497142792,+
0.9331865310668945,0.8862000703811646,-1.3652361019467207e-07,0.8572412729263306,0.7990572452545166,-0.027905186638236046,0.7178818583488464,0.7295205593109131,-0.09253448247909546,0.559247612953186,0.7081975340843201,-0.15460965037345886,0.43254488706588745,0.6914498209953308,-0.22515003383159637,0.8494837284088135,0.635025680065155,-0.17260350286960602,0.7517557740211487,0.5471522808074951,-0.26419809460639954,0.6868537664413452,0.4861583709716797,-0.3121529221534729,0.6383552551269531,0.4306299686431885,-0.3451734483242035,0.8773995041847229,0.6832786202430725,-0.20709025859832764,0.5987342000007629,0.6496080160140991,-0.31853237748146057,0.49632859230041504,0.7058634161949158,-0.3381541967391968,0.4710255563259125,0.7538104057312012,-0.33801499009132385,0.8698939681053162,0.7565102577209473,-0.23652884364128113,0.5757041573524475,0.7687233686447144,-0.33098408579826355,0.57609623670578,0.8110021352767944,-0.3027089238166809,0.6390790939331055,0.8245131969451904,-0.2669104039669037,0.8432270884513855,0.8297734260559082,-0.26532167196273804,0.6115127801895142,0.8402182459831238,-0.33677348494529724,0.6225875020027161,0.8633040189743042,-0.3171176612377167,0.6944442391395569,0.8630204796791077,-0.2885933816432953,+
0.8664240837097168,0.9340909719467163,-7.622970770171378e-07,0.7636550664901733,0.8310419321060181,-0.018268655985593796,0.667431116104126,0.7532567977905273,-0.06841683387756348,0.5460934638977051,0.7250760793685913,-0.12613578140735626,0.44559502601623535,0.7186868786811829,-0.1878228634595871,0.8112276196479797,0.6374500393867493,-0.08889128267765045,0.7291281223297119,0.5534043312072754,-0.16041216254234314,0.687354326248169,0.49644458293914795,-0.21225537359714508,0.6527472138404846,0.4438037574291229,-0.25337910652160645,0.8577630519866943,0.674359917640686,-0.12530258297920227,0.5712319612503052,0.681397557258606,-0.19132548570632935,0.5526930689811707,0.7436552047729492,-0.20006731152534485,0.6074002981185913,0.7692888975143433,-0.20620860159397125,0.8595511317253113,0.7406516075134277,-0.1636178344488144,0.568279504776001,0.7677560448646545,-0.2096405327320099,0.5844407677650452,0.8127961754798889,-0.18200841546058655,0.6532829999923706,0.820069432258606,-0.16633392870426178,0.8394128084182739,0.8130062222480774,-0.20689870417118073,0.6131912469863892,0.8321872353553772,-0.23742535710334778,0.622875452041626,0.8613240718841553,-0.21223191916942596,0.6857651472091675,0.8642940521240234,-0.19158080220222473,+
0.8886321783065796,0.9919861555099487,-3.5667409292727825e-07,0.8175907135009766,0.8901668787002563,-0.003799291793256998,0.7236143350601196,0.8008712530136108,-0.04452882334589958,0.5964186787605286,0.7750109434127808,-0.09419310092926025,0.49718090891838074,0.7770656943321228,-0.15015658736228943,0.8389513492584229,0.7035819888114929,-0.06741279363632202,0.7610850930213928,0.6147015690803528,-0.11914226412773132,0.7232857346534729,0.5489509105682373,-0.15006479620933533,0.6970807909965515,0.4942924976348877,-0.17827579379081726,0.87445467710495,0.7503701448440552,-0.10702739655971527,0.6169489622116089,0.7439395189285278,-0.1706995964050293,0.6053932905197144,0.8087701797485352,-0.17459231615066528,0.6559796333312988,0.8321337103843689,-0.17433024942874908,0.874223530292511,0.8216588497161865,-0.14654064178466797,0.6208662986755371,0.8369256854057312,-0.19624117016792297,0.6432914733886719,0.8833684921264648,-0.1711917221546173,0.7094076871871948,0.886736273765564,-0.15398091077804565,0.8545418977737427,0.8975149989128113,-0.18750721216201782,0.6531447768211365,0.9088428616523743,-0.22214069962501526,0.6701735854148865,0.9408141374588013,-0.20234030485153198,0.7316334247589111,0.9410644769668579,-0.18544991314411163,+
0.888170599937439,0.9448491334915161,-4.5615087174155633e-07,0.7967931628227234,0.8500066995620728,-0.014052939601242542,0.693394124507904,0.7662956118583679,-0.06326782703399658,0.5574501752853394,0.7348068356513977,-0.11933956295251846,0.456371545791626,0.7333369255065918,-0.18119178712368011,0.8401691913604736,0.6597046256065369,-0.08910257369279861,0.753363311290741,0.5779572129249573,-0.15395838022232056,0.7073915004730225,0.5156609416007996,-0.19336773455142975,0.6757937669754028,0.4616421163082123,-0.227908194065094,0.882222592830658,0.7031250596046448,-0.1286628693342209,0.5852774977684021,0.7004608511924744,-0.20315676927566528,0.5680382251739502,0.7647001147270203,-0.20503699779510498,0.6256121397018433,0.785797655582428,-0.20273129642009735,0.8801518678665161,0.7731107473373413,-0.16918188333511353,0.5882608294487,0.7931981682777405,-0.22912071645259857,0.6061890125274658,0.8376088738441467,-0.1964249461889267,0.6785105466842651,0.8412292003631592,-0.17272920906543732,0.8517033457756042,0.8483990430831909,-0.21275439858436584,0.6250945329666138,0.862430214881897,-0.2588419020175934,0.6380320191383362,0.8933818340301514,-0.23809081315994263,0.704418420791626,0.8945388197898865,-0.21800822019577026,+
0.886211633682251,0.8713356256484985,-2.7866744289894996e-07,0.8246017694473267,0.7706639766693115,-0.009698602370917797,0.694260835647583,0.6963352560997009,-0.05021398514509201,0.5380755662918091,0.6933273077011108,-0.09487853199243546,0.43268057703971863,0.707102358341217,-0.14566965401172638,0.7351385354995728,0.6207433938980103,-0.0860893577337265,0.6148006319999695,0.5429835915565491,-0.1380407065153122,0.5505213141441345,0.49237021803855896,-0.16866077482700348,0.5012983083724976,0.44460421800613403,-0.19525189697742462,0.7456696033477783,0.6743640899658203,-0.11564108729362488,0.5153335332870483,0.6906845569610596,-0.17057505249977112,0.5341500043869019,0.7440996170043945,-0.17146380245685577,0.5974265933036804,0.7538091540336609,-0.1724374145269394,0.7412006855010986,0.7497104406356812,-0.14375296235084534,0.5271344780921936,0.7835583686828613,-0.18641027808189392,0.5705316662788391,0.8155251145362854,-0.1625191867351532,0.6408575177192688,0.8051873445510864,-0.14800892770290375,0.7290743589401245,0.8266408443450928,-0.17272883653640747,0.5702800154685974,0.8526178002357483,-0.20444069802761078,0.6087523102760315,0.872735857963562,-0.18438120186328888,0.6726619005203247,0.8645666241645813,-0.16784979403018951,+
1.003544569015503,0.7179340124130249,-9.964443279386614e-07,0.8737670183181763,0.5688692331314087,0.014273544773459435,0.7280624508857727,0.4552001953125,-0.02025849185883999,0.5871835350990295,0.45644861459732056,-0.06249554082751274,0.4832838177680969,0.49150970578193665,-0.1067938581109047,0.7625269293785095,0.20526224374771118,-0.07190272212028503,0.5942339897155762,0.09455123543739319,-0.13638584315776825,0.47806316614151,0.11838199198246002,-0.16812948882579803,0.3865305185317993,0.16027113795280457,-0.18892134726047516,0.7971880435943604,0.2826560437679291,-0.11480321735143661,0.5562657117843628,0.43822425603866577,-0.1721310317516327,0.6031491160392761,0.5831998586654663,-0.16221235692501068,0.6679407358169556,0.5945046544075012,-0.15587672591209412,0.813004195690155,0.42668813467025757,-0.1574636697769165,0.5987589955329895,0.6328867077827454,-0.1991516500711441,0.6593822240829468,0.7429382801055908,-0.15916545689105988,0.7201440930366516,0.7227469682693481,-0.13587084412574768,0.815909206867218,0.5926616191864014,-0.2004542350769043,0.6416905522346497,0.7664303779602051,-0.23581036925315857,0.6794868111610413,0.8370462656021118,-0.21566735208034515,0.729961097240448,0.815473198890686,-0.20000699162483215,","
0.9241402745246887,0.6429456472396851,-1.0137948720512213e-06,0.8037807941436768,0.5086620450019836,0.008386865258216858,0.6684830188751221,0.3937717080116272,-0.021166471764445305,0.544945240020752,0.3929133713245392,-0.05726051330566406,0.4453021287918091,0.41674697399139404,-0.09509701281785965,0.7058175206184387,0.1607803851366043,-0.06050559878349304,0.5547422170639038,0.06565846502780914,-0.12411020696163177,0.44939321279525757,0.07817976176738739,-0.16205424070358276,0.3698899447917938,0.11078938096761703,-0.18619085848331451,0.7440928816795349,0.22581961750984192,-0.0951397642493248,0.5307052135467529,0.36882519721984863,-0.14609435200691223,0.5556348562240601,0.5108186602592468,-0.143479123711586,0.609411358833313,0.5342353582382202,-0.14317147433757782,0.7650644779205322,0.3540083169937134,-0.1309281289577484,0.5666006803512573,0.5286294221878052,-0.17108571529388428,0.6062110066413879,0.634199857711792,-0.141246497631073,0.6592803597450256,0.6252074241638184,-0.12359971553087234,0.772621750831604,0.5032166242599487,-0.166850745677948,0.608799397945404,0.6372069120407104,-0.19902272522449493,0.6321982741355896,0.7046905159950256,-0.1802084743976593,0.6778334379196167,0.6911543607711792,-0.16516274213790894,","
0.7304385304450989,0.18601056933403015,-9.581957556292764e-07,0.6307458877563477,0.1833646446466446,-0.02008857950568199,0.5390787124633789,0.15617141127586365,-0.035567812621593475,0.48874014616012573,0.12072980403900146,-0.05307115241885185,0.46712377667427063,0.09033244848251343,-0.06726048141717911,0.4973480701446533,0.03303314000368118,-0.006779719144105911,0.4130048155784607,0.057580772787332535,-0.04755258932709694,0.42501893639564514,0.11064472794532776,-0.07739375531673431,0.4557987451553345,0.14929968118667603,-0.09138789772987366,0.5450943112373352,0.010481555014848709,-0.015569975599646568,0.45755112171173096,0.05717654153704643,-0.050544023513793945,0.46557915210723877,0.11131744086742401,-0.06707187741994858,0.4865370988845825,0.1502913236618042,-0.07151368260383606,0.6060097813606262,0.004955075681209564,-0.030099665746092796,0.5343984961509705,0.056470923125743866,-0.0680883526802063,0.5481618046760559,0.11383260786533356,-0.06871718913316727,0.5717534422874451,0.15275505185127258,-0.06057072803378105,0.6777650713920593,0.012463770806789398,-0.047165077179670334,0.6138562560081482,0.05041923001408577,-0.07432374358177185,0.6059537529945374,0.10522602498531342,-0.06876871734857559,0.6123917698860168,0.14523014426231384,-0.05697515234351158,;
